Date,Close,,
5/8/2023,412.73999,,
5/9/2023,410.929993,,
5/10/2023,412.850006,,
5/11/2023,412.130005,,
5/12/2023,411.589996,,
5/15/2023,413.01001,,
5/16/2023,410.25,,
5/17/2023,415.230011,,
5/18/2023,419.230011,,
5/19/2023,418.619995,,
5/22/2023,418.790009,,
5/23/2023,414.089996,,
5/24/2023,411.089996,,
5/25/2023,414.649994,,
5/26/2023,420.019989,,
5/30/2023,420.179993,,
5/31/2023,417.850006,,
6/1/2023,421.820007,,
6/2/2023,427.920013,,
6/5/2023,427.100006,,
6/6/2023,428.029999,,
6/7/2023,426.549988,,
6/8/2023,429.130005,,
6/9/2023,429.899994,,
6/12/2023,433.799988,,
6/13/2023,436.660004,,
6/14/2023,437.179993,,
6/15/2023,442.600006,,
6/16/2023,439.459991,,
6/20/2023,437.179993,,
6/21/2023,434.940002,,
6/22/2023,436.51001,,
6/23/2023,433.209991,,
6/26/2023,431.440002,,
6/27/2023,436.170013,,
6/28/2023,436.390015,,
6/29/2023,438.109985,,
6/30/2023,443.279999,,
7/3/2023,443.790009,,
7/5/2023,443.130005,,
7/6/2023,439.660004,,
7/7/2023,438.549988,,
7/10/2023,439.660004,,
7/11/2023,442.459991,,
7/12/2023,446.019989,,
7/13/2023,449.559998,,
7/14/2023,449.279999,,
7/17/2023,450.839996,,
7/18/2023,454.190002,,
7/19/2023,455.200012,,
7/20/2023,452.179993,,
7/21/2023,452.179993,,
7/24/2023,454.200012,,
7/25/2023,455.440002,,
7/26/2023,455.51001,,
7/27/2023,452.48999,,
7/28/2023,456.920013,,
7/31/2023,457.790009,,457.790009
8/1/2023,456.480011,,
8/2/2023,450.130005,,
8/3/2023,448.839996,,
8/4/2023,446.809998,,
8/7/2023,450.709991,,
8/8/2023,448.75,,
8/9/2023,445.75,,
8/10/2023,445.910004,,
8/11/2023,445.649994,,
8/14/2023,448.109985,,
8/15/2023,442.890015,,
8/16/2023,439.640015,,
8/17/2023,436.290009,,
8/18/2023,436.5,,
8/21/2023,439.339996,,
8/22/2023,438.149994,,
8/23/2023,443.029999,,
